committee_name,committee_description,effective,expiration,filing_type,committee_id
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",03/06/2014,12/28/2017,Amendment,5783
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",07/30/2010,03/06/2014,Amendment,5783
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",04/16/2010,07/30/2010,Amendment,5783
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",03/26/2010,04/16/2010,Amendment,5783
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",01/11/2010,03/26/2010,Amendment,5783
Friends of Tammy Baney,"County Commissioner, Deschutes County, Position 3, Republican",10/30/2006,01/11/2010,Original,5783
Committee to Elect Dr. Alan Bates,"State Senator, 3rd District, Democrat",08/07/2014,,Amendment,3604
Committee to Elect Dr. Alan Bates,"State Senator, 3rd District, Democrat",09/12/2013,08/07/2014,Amendment,3604
Committee to Elect Dr. Alan Bates,"State Senator, 3rd District, Democrat",01/28/2011,09/12/2013,Amendment,3604
Committee to Elect Dr. Alan Bates,"State Senator, 3rd District, Democrat",01/21/2010,01/28/2011,Amendment,3604
Committee to Elect Dr. Alan Bates,"State Senator, 3rd District, Democrat",08/26/2008,01/21/2010,Amendment,3604
"Bates, Dr. Alan, Committee to Elect","State Senator, 3rd District, Democrat",12/22/2005,08/25/2008,Amendment,3604
"Bates, Dr. Alan, Committee to Elect","State Senator, 3rd District, Democrat",02/04/2004,12/21/2005,Amendment,3604
"Bates, Dr. Alan, Committee to Elect","State Representative, 5th District, Democrat",07/03/2002,02/03/2004,Amendment,3604
"Bates, Dr. Alan C., Committee to Elect","State Representative, 5th District, Democrat",10/22/2001,07/02/2002,Amendment,3604
"Bates, Dr. Alan C., Committee to Elect","State Representative, 52nd District, Democrat",02/04/2000,10/21/2001,Amendment,3604
"Bates, Dr. Alan C., Committee to Elect","State Representative, 52nd District, Democrat",12/13/1999,02/03/2000,Original,3604
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 1, Chair, Nonpartisan",07/27/2016,,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",06/20/2016,07/27/2016,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",08/08/2013,06/20/2016,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",07/23/2013,08/08/2013,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",10/28/2009,07/23/2013,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",06/06/2008,10/27/2009,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",03/21/2008,06/05/2008,Amendment,5964
Friends of Jim Bernard,"County Commissioner, Clackamas County, Position 5, Nonpartisan",03/18/2008,03/20/2008,Amendment,5964
Committee to Re-elect Mayor Jim Bernard,"Mayor, City of Milwaukie, Nonpartisan",04/24/2006,03/17/2008,Original,5964
Friends of Betty Bode,"City Councilor, City of Beaverton, Position 2, Nonpartisan",01/18/2014,,Amendment,7405
Friends of Betty Bode,"City Councilor, City of Beaverton, Position 2, Nonpartisan",01/18/2014,01/18/2014,Amendment,7405
Friends of Betty Bode,"County Commissioner, Washington County, District 1, Nonpartisan",06/15/2011,01/18/2014,Amendment,7405
Friends of Betty Bode,"County Commissioner, Washington County, District 1, Nonpartisan",06/06/2011,06/15/2011,Amendment,7405
Friends of Betty Bode,"County Commissioner, Washington County, District 1, Nonpartisan",06/02/2011,06/06/2011,Amendment,7405
Bode for City Council Committee,"City Councilor, City of Beaverton, Position 2, Nonpartisan",03/06/2010,06/02/2011,Amendment,7405
Bode for City Council Committee,"City Councilor, City of Beaverton, Position 2, Nonpartisan",02/23/2006,03/06/2010,Original,7405
Citizens to Elect Tom Brian,"County Commissioner, Washington County, At Large, Nonpartisan",02/07/2011,,Amendment,6608
Citizens to Elect Tom Brian,"County Commissioner, Washington County, At Large, Nonpartisan",09/29/1997,02/07/2011,Original,6608
Kate Brown Committee,"Governor, Democrat",01/23/2018,,Amendment,931
Kate Brown Committee,"Governor, Democrat",11/01/2017,01/23/2018,Amendment,931
Kate Brown Committee,"Governor, Democrat",09/25/2017,11/01/2017,Amendment,931
Kate Brown Committee,"Governor, Democrat",09/28/2016,09/25/2017,Amendment,931
Kate Brown Committee,"Governor, Democrat",06/14/2016,09/28/2016,Amendment,931
Kate Brown Committee,"Governor, Democrat",02/26/2016,06/14/2016,Amendment,931
Kate Brown Committee,"Governor, Democrat",08/04/2015,02/26/2016,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",06/23/2015,08/04/2015,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",01/29/2013,06/23/2015,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",07/01/2012,01/29/2013,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",02/17/2012,07/01/2012,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",01/09/2012,02/17/2012,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",01/26/2011,01/09/2012,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",04/02/2009,01/26/2011,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",06/25/2008,04/01/2009,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",11/05/2007,06/24/2008,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",10/23/2007,11/04/2007,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",10/22/2007,10/22/2007,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",10/18/2007,10/21/2007,Amendment,931
Kate Brown Committee,"Secretary of State, Democrat",07/18/2007,10/17/2007,Amendment,931
Kate Brown Committee,"State Senator, 21st District, Democrat",04/04/2007,07/17/2007,Amendment,931
"Brown, Kate, Committee","State Senator, 21st District, Democrat",10/05/2006,04/03/2007,Amendment,931
"Brown, Kate, Committee","State Senator, 21st District, Democrat",11/12/2003,10/04/2006,Amendment,931
"Brown, Kate, Committee","State Senator, 21st District, Democrat",01/31/2002,11/11/2003,Amendment,931
"Brown, Kate, Committee","State Senator, 7th District, Democrat",07/12/2001,01/30/2002,Amendment,931
"Brown, Kate, The, Committee","State Senator, 7th District, Democrat",12/22/1999,07/11/2001,Amendment,931
"Brown, Kate, The, Committee","State Senator, 7th District, Democrat",12/30/1998,12/21/1999,Amendment,931
"Brown, Kate, The, Committee","State Senator, 7th District, Democrat",03/11/1996,12/29/1998,Amendment,931
"Brown, Kate, The Committee","State Representative, 13th District, Democrat",12/11/1995,03/10/1996,Amendment,931
"Brown, Kate, The Committee","State Representative, 13th District, Democrat",09/19/1994,12/10/1995,Amendment,931
"Brown, Kate, The Committee","State Representative, 13th District, Democrat",10/26/1993,09/18/1994,Amendment,931
"Brown, Kate, The Committee","State Representative, 13th District, Democrat",11/06/1991,10/25/1993,Original,931
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",07/10/2014,,Amendment,6425
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",10/07/2013,07/10/2014,Amendment,6425
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",02/25/2012,10/07/2013,Amendment,6425
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",07/04/2010,02/25/2012,Amendment,6425
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",01/02/2010,07/04/2010,Amendment,6425
Friends of Janet Carlson,"County Commissioner, Marion County, Position 2, Republican",03/05/2002,01/02/2010,Original,6425
Citizens for Good Education,Measure Supports Measure 36-97 - 2006,09/30/2015,,Amendment,5618
Citizens for Good Education,Measure Supports Measure 36-97 - 2006,08/22/2014,09/30/2015,Amendment,5618
Citizens for Good Education,Measure Supports Measure 36-97 - 2006,01/28/2011,08/22/2014,Amendment,5618
Citizens for Good Education,Measure Supports Measure 36-97 - 2006,12/12/2008,01/28/2011,Amendment,5618
Citizens for Good Education,Measure Supports Measure 36-97 - 2006,04/05/1993,12/11/2008,Original,5618
Citizens for School Renovation,Measure Supports Measure 31-86 - 2014,08/20/2014,,Amendment,6304
Citizens for School Renovation,Measure Supports Measure 31-59 - 2006 Supports Measure 31-70 - 2008,10/16/2008,08/20/2014,Amendment,6304
Citizens for School Renovation,Measure Supports Measure 31-59 - 2006,07/10/2008,10/15/2008,Amendment,6304
Citizens for School Renovation,Measure Supports Measure 31-59 - 2006,02/13/2008,07/09/2008,Amendment,6304
Citizens for School Renovation,Measure Supports Measure 31-59 - 2006,07/17/2006,02/12/2008,Original,6304
Friends of Mike Clark,"Mayor, City of Eugene, Nonpartisan",04/07/2016,,Amendment,6032
Friends of Mike Clark,"Mayor, City of Eugene, Nonpartisan",02/23/2016,04/07/2016,Amendment,6032
Friends of Mike Clark,"Mayor, City of Eugene, Nonpartisan",12/11/2015,02/23/2016,Amendment,6032
Friends of Mike Clark,"City Councilor, City of Eugene, Ward 5, Nonpartisan",12/07/2015,12/11/2015,Amendment,6032
Friends of Mike Clark,"City Councilor, City of Eugene, Ward 5, Nonpartisan",01/24/2014,12/07/2015,Amendment,6032
Friends of Mike Clark,"County Commissioner, Lane County, North Eugene, Position 4, Nonpartisan",12/19/2011,01/24/2014,Amendment,6032
Friends of Mike Clark,"City Councilor, City of Eugene, Ward 5, Nonpartisan",02/05/2010,12/19/2011,Amendment,6032
Friends of Mike Clark,"City Councilor, City of Eugene, Ward 5, Nonpartisan",04/28/2006,02/05/2010,Original,6032
Friends of Jeff Cogen,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",10/15/2013,,Amendment,5571
Friends of Jeff Cogen,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",04/30/2013,10/15/2013,Amendment,5571
Friends of Jeff Cogen,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",03/30/2011,04/30/2013,Amendment,5571
Friends of Jeff Cogen,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",03/30/2011,03/30/2011,Amendment,5571
Friends of Jeff Cogen,"Chair of the Board of County Commissioners, Multnomah County, Nonpartisan",03/18/2010,03/30/2011,Amendment,5571
Friends of Jeff Cogen,"County Commissioner, Multnomah County, District 2, Nonpartisan",03/14/2008,03/18/2010,Amendment,5571
Friends of Jeff Cogen,"County Commissioner, Multnomah County, District 2, Nonpartisan",01/13/2005,03/13/2008,Original,5571
Community in Support of NC12,Measure Supports Measure 3-229 - 2006,08/18/2017,,Amendment,5926
Community in Support of NC12,Measure Supports Measure 3-229 - 2006,02/05/2016,08/18/2017,Amendment,5926
Citizens in Support of NC 12,Measure Supports Measure 3-229 - 2006,01/20/2015,02/05/2016,Amendment,5926
Citizens in Support of NC 12,Measure Supports Measure 3-229 - 2006,08/27/1998,01/20/2015,Original,5926
Create Jobs PAC,Measure,03/29/2017,,Amendment,7846
Create Jobs PAC,Miscellaneous,07/20/2016,03/29/2017,Amendment,7846
Create Jobs PAC,Miscellaneous,03/04/2016,07/20/2016,Amendment,7846
Create Jobs PAC,Miscellaneous,02/25/2016,03/04/2016,Amendment,7846
Create Jobs PAC,Miscellaneous,12/04/2015,02/25/2016,Amendment,7846
Create Jobs PAC,Miscellaneous,11/24/2015,12/04/2015,Amendment,7846
Create Jobs PAC,Miscellaneous,08/31/2015,11/24/2015,Amendment,7846
Create Jobs PAC,Miscellaneous,08/28/2015,08/31/2015,Amendment,7846
Create Jobs PAC,Miscellaneous,09/09/2010,08/28/2015,Amendment,7846
Create Jobs PAC,Miscellaneous,08/16/2010,09/09/2010,Amendment,7846
Create Jobs PAC,Measure Opposes Measure 66 - 2010 Opposes Measure 67 - 2010,10/17/2009,08/16/2010,Amendment,7846
Create Jobs PAC,Miscellaneous,09/21/2009,10/16/2009,Amendment,7846
Help the Chamber of Commerce Keep Salem Liveable,Miscellaneous,09/16/2009,09/20/2009,Amendment,7846
Help the Chamber of Commerce Keep Salem Liveable,Measure Supports Measure 24-193 - 2006 Supports Measure 24-194 - 2006 Supports Measure 24-195 - 2006,06/18/2008,09/15/2009,Amendment,7846
Help the Chamber of Commerce Keep Salem Liveable,Measure Supports Measure 24-193 - 2006 Supports Measure 24-194 - 2006 Supports Measure 24-195 - 2006,03/31/2008,06/17/2008,Amendment,7846
Help the Chamber of Commerce Keep Salem Liveable,Measure Supports Measure 24-193 - 2006 Supports Measure 24-194 - 2006 Supports Measure 24-195 - 2006,09/11/2006,03/30/2008,Original,7846
David Douglas Citizens for Schools,Measure Supports Measure 26-135 - 2012,02/22/2017,,Amendment,5587
David Douglas Citizens for Schools,Measure Supports Measure 26-135 - 2012,01/21/2015,02/22/2017,Amendment,5587
David Douglas Citizens for Schools,Measure Supports Measure 26-135 - 2012,03/10/2012,01/21/2015,Amendment,5587
David Douglas Citizens for Schools,Measure Supports Measure 26-85 - 2006,04/01/2009,03/10/2012,Amendment,5587
David Douglas Citizens for Schools,Measure Supports Measure 26-85 - 2006,09/11/2006,03/31/2009,Original,5587
Ryan Deckert for Washington County Chair,"County Commissioner, Washington County, At Large, Nonpartisan",01/04/2018,,Amendment,2423
Ryan Deckert for Washington County Chair,"County Commissioner, Washington County, At Large, Nonpartisan",10/20/2017,01/04/2018,Amendment,2423
Ryan Deckert for Washington County Chair,"County Commissioner, Washington County, At Large, Nonpartisan",08/10/2017,10/20/2017,Amendment,2423
Ryan Deckert for Washington County Chair,"County Commissioner, Washington County, At Large, Nonpartisan",08/09/2017,08/10/2017,Amendment,2423
Friends of Ryan Deckert,"State Senator, 14th District, Democrat",01/26/2014,08/09/2017,Amendment,2423
Friends of Ryan Deckert,"State Senator, 14th District, Democrat",02/01/2011,01/26/2014,Amendment,2423
Friends of Ryan Deckert,"State Senator, 14th District, Democrat",07/14/2008,02/01/2011,Amendment,2423
"Deckert, Ryan P., Friends of","State Senator, 14th District, Democrat",04/03/2006,07/13/2008,Amendment,2423
"Deckert, Ryan, Friends of","State Senator, 14th District, Democrat",04/05/2004,04/02/2006,Amendment,2423
"Deckert, Ryan, Friends of","State Senator, 4th District, Democrat",01/06/2000,04/04/2004,Amendment,2423
"Deckert, Ryan, Friends of","State Representative, 8th District, Democrat",11/24/1997,01/05/2000,Amendment,2423
"Deckert, Ryan, Friends of","State Representative, 8th District, Democrat",03/28/1996,11/23/1997,Original,2423
Friends of Andy Duyck,"County Commissioner, Washington County, At Large, Nonpartisan",03/03/2010,,Amendment,8065
Andy Duyck for State Representative,"State Representative, 30th District, Republican",10/30/2009,03/03/2010,Amendment,8065
Andy Duyck for State Representative,"State Representative, 30th District, Republican",10/29/2009,10/29/2009,Amendment,8065
Andy Duyck for State Representative,"State Representative, 30th District, Republican",07/15/2008,10/28/2009,Amendment,8065
Andy Duyck for County Commissioner,"County Commissioner, Washington County, District 4, Nonpartisan",03/13/2007,07/14/2008,Original,8065
Friends of Chris Edwards,"State Senator, 7th District, Democrat",04/05/2017,,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",01/14/2015,04/05/2017,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",01/09/2015,01/14/2015,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",06/03/2014,01/09/2015,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",09/17/2013,06/03/2014,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",09/04/2013,09/12/2013,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",10/19/2011,09/04/2013,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",08/19/2010,10/19/2011,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",05/26/2010,08/19/2010,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",04/10/2010,05/26/2010,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",01/21/2010,04/10/2010,Amendment,5158
Friends of Chris Edwards,"State Senator, 7th District, Democrat",10/02/2009,01/21/2010,Amendment,5158
Friends of Chris Edwards,"State Representative, 14th District, Democrat",05/28/2008,10/01/2009,Amendment,5158
Friends of Chris Edwards,"State Representative, 14th District, Democrat",01/09/2007,05/27/2008,Amendment,5158
"Edwards, Chris, Friends of","State Representative, 14th District, Democrat",05/18/2006,01/08/2007,Amendment,5158
"Edwards, Chris, Friends of","State Representative, 14th District, Democrat",03/22/2006,05/17/2006,Amendment,5158
"Edwards, Chris, Friends of","State Representative, 14th District, Democrat",11/16/2005,03/21/2006,Amendment,5158
"Edwards, Chris, Friends of","State Representative, 14th District, Democrat",11/03/2005,11/15/2005,Original,5158
For Tigards Future,Measure Supports Measure 34-114 - 2006,01/21/2011,,Amendment,5789
For Tigards Future,Measure Supports Measure 34-114 - 2006,01/21/2010,01/21/2011,Amendment,5789
For Tigards Future,Measure Supports Measure 34-114 - 2006,12/19/2006,01/21/2010,Original,5789
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-196 - 2012,03/28/2012,,Amendment,6624
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-196 - 2012,03/16/2012,03/28/2012,Amendment,6624
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-147 - 2007,02/24/2012,03/16/2012,Amendment,6624
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-147 - 2007,09/17/2007,02/24/2012,Amendment,6624
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-142 - 2007,03/15/2007,09/16/2007,Amendment,6624
Forest Grove Citizens for Public Safety PAC,Measure Supports Measure 34-135 - 2006,08/24/2006,03/14/2007,Original,6624
Friends of Chemeketa,Measure Supports Measure 24-240 - 2006,10/20/2008,,Amendment,6610
Friends of Chemeketa,Measure Supports Measure 24-240 - 2006,01/14/2008,10/19/2008,Amendment,6610
Friends of Chemeketa,Measure Supports Measure 24-240 - 2006,03/06/1984,01/13/2008,Original,6610
Friends of Kathy George,"County Commissioner, Yamhill County, Position 1, Nonpartisan",12/27/2012,,Amendment,5888
Friends of Kathy George,"County Commissioner, Yamhill County, Position 1, Nonpartisan",01/05/2010,12/27/2012,Amendment,5888
Friends of Kathy George,"County Commissioner, Yamhill County, Position 1, Nonpartisan",03/27/2008,01/05/2010,Amendment,5888
Friends of Kathy George,"County Commissioner, Yamhill County, Position 1, Nonpartisan",02/20/2007,03/26/2008,Amendment,5888
Friends of Kathy George,"County Commissioner, Yamhill County, Position 1, Nonpartisan",07/30/2001,02/19/2007,Original,5888
Bernie Giusto for Sheriff,"County Sheriff, Multnomah County, Nonpartisan",02/04/2009,,Amendment,5678
Bernie Giusto for Sheriff,"County Sheriff, Multnomah County, Nonpartisan",07/23/2008,02/03/2009,Amendment,5678
Bernie Giusto for Sheriff,"County Sheriff, Multnomah County, Nonpartisan",08/26/2005,07/22/2008,Original,5678
Citizens to Elect Ron Grensky Judge,"Judge of the Circuit Court, 1st District, Position 9, Nonpartisan",07/07/2008,,Amendment,5297
"Grensky, Ron, Citizens to Elect, Judge","Judge of the Circuit Court, 1st District, Position 9, Nonpartisan",03/01/2006,07/06/2008,Original,5297
Friends of LaVonne Griffin-Valade,"City Auditor, City of Portland, Nonpartisan",01/07/2013,,Amendment,5584
Friends of LaVonne Griffin-Valade,"City Auditor, City of Portland, Nonpartisan",12/06/2009,01/07/2013,Amendment,5584
Friends of LaVonne Griffin-Valade,"City Auditor, City of Portland, Nonpartisan",02/06/2009,12/05/2009,Amendment,5584
Friends of LaVonne Griffin-Valade,"City Auditor, City of Portland, Nonpartisan",02/05/2009,02/05/2009,Amendment,5584
Friends of LaVonne Griffin-Valade,"City Auditor, City of Portland, Nonpartisan",02/05/2009,02/05/2009,Amendment,5584
Friends of LaVonne Griffin-Valade,"County Auditor, Multnomah County, Nonpartisan",10/07/2005,02/04/2009,Original,5584
Friends of Kathryn Harrington,"County Commissioner, Washington County, At Large, Nonpartisan",10/31/2017,,Amendment,5719
Friends of Kathryn Harrington,"County Commissioner, Washington County, At Large, Nonpartisan",09/12/2017,10/31/2017,Amendment,5719
Friends of Kathryn Harrington,"Metro Councilor, District 4, Nonpartisan",02/03/2017,09/12/2017,Amendment,5719
Friends of Kathryn Harrington,"Metro Councilor, District 4, Nonpartisan",02/03/2017,02/03/2017,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",09/03/2013,02/03/2017,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",10/16/2010,09/03/2013,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",09/08/2010,10/16/2010,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",10/04/2009,09/08/2010,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",01/29/2008,10/03/2009,Amendment,5719
Harrington For Metro,"Metro Councilor, District 4, Nonpartisan",02/09/2006,01/28/2008,Original,5719
Bob Hermann for Washington County District Attorney,"District Attorney, Washington County, Nonpartisan",01/12/2010,,Amendment,2837
"Hermann, Bob, for Washington County District Attorney","District Attorney, Washington County, Nonpartisan",01/25/2006,01/12/2010,Amendment,2837
"Hermann, Bob, Re-Elect, Washington County District Attorney Committee","District Attorney, Washington County, Nonpartisan",02/01/2002,01/24/2006,Amendment,2837
"Hermann, Bob, for Wa Co DA Committee","District Attorney, Washington County, Nonpartisan",11/25/1997,01/31/2002,Original,2837
Hillsboro Committee,Measure Supports Measure 34-273 - 2017 Supports Measure 34-195 - 2012,03/06/2017,,Amendment,6087
Hillsboro Committee,Measure Supports Measure 34-195 - 2012,03/02/2012,03/06/2017,Amendment,6087
Hillsboro Committee,Measure Supports Measure 34-151 - 2008,02/29/2012,03/02/2012,Amendment,6087
Hillsboro Committee,Measure Supports Measure 34-151 - 2008,07/02/2010,02/29/2012,Amendment,6087
Hillsboro Committee,Measure Supports Measure 34-151 - 2008,10/28/2008,07/02/2010,Amendment,6087
Hillsboro Committee,Measure Supports Measure 34-132 - 2006,08/25/2006,10/27/2008,Original,6087
Mike Hughes for City Council Committee,"City Councilor, City of West Linn, Nonpartisan",08/28/2006,,Original,5803
Libraries Yes! Committee,Measure Supports Measure 26-143 - 2012,06/29/2017,,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-143 - 2012,05/26/2015,06/29/2017,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-143 - 2012,04/29/2013,05/26/2015,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-143 - 2012,09/14/2012,04/29/2013,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-125 - 2012,04/12/2012,09/14/2012,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-114 - 2010,01/11/2012,04/12/2012,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-114 - 2010,01/09/2012,01/11/2012,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-114 - 2010,07/07/2011,01/09/2012,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-114 - 2010,08/05/2010,07/07/2011,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-81 - 2006,06/29/2010,08/05/2010,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-81 - 2006,08/27/2009,06/29/2010,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-81 - 2006,07/05/2007,08/26/2009,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-81 - 2006,02/09/2007,07/04/2007,Amendment,5677
Libraries Yes! Committee,Measure Supports Measure 26-81 - 2006,08/10/2006,02/08/2007,Original,5677
Committee to Elect Don Lindly County Commissioner,"County Commissioner, Lincoln County, Position 1, Nonpartisan",10/11/2010,,Amendment,5619
Committee to Elect Don Lindly County Commissioner,"County Commissioner, Lincoln County, Position 1, Nonpartisan",03/08/1994,10/11/2010,Original,5619
Friends of Keith Mays,"Mayor, City of Sherwood, Nonpartisan",02/07/2018,,Amendment,10167
Friends of Keith Mays,"Mayor, City of Sherwood, Nonpartisan",08/27/2012,02/07/2018,Amendment,10167
Keith Mays for Mayor of Sherwood,"Mayor, City of Sherwood, Nonpartisan",08/05/2010,08/27/2012,Amendment,10167
Keith Mays for Mayor of Sherwood,"Mayor, City of Sherwood, Nonpartisan",01/05/2006,08/05/2010,Amendment,10167
Keith Mays for Mayor of Sherwood,"Mayor, City of Sherwood, Nonpartisan",07/19/2004,01/05/2006,Original,10167
Friends of Patti Milne,"State Representative, 22nd District, Republican",07/26/2016,,Amendment,6284
Friends of Patti Milne,"State Representative, 22nd District, Republican",01/27/2016,07/26/2016,Amendment,6284
Patti Milne for State Senate,"State Senator, 11th District, Republican",01/04/2016,01/27/2016,Amendment,6284
Patti Milne for State Senate,"State Senator, 11th District, Republican",08/14/2015,01/04/2016,Amendment,6284
Patti Milne for State Senate,"State Senator, 11th District, Republican",02/19/2014,08/14/2015,Amendment,6284
Patti Milne for State Senate,"State Senator, 11th District, Republican",02/11/2014,02/19/2014,Amendment,6284
"Friends for Patricia Milne, Marion County Commissioner","County Commissioner, Marion County, Position 1, Republican",11/13/2009,02/11/2014,Amendment,6284
"Friends for Patricia Milne, Marion County Commissioner","County Commissioner, Marion County, Position 1, Republican",01/24/2007,11/12/2009,Amendment,6284
"Friends for Patricia Milne, Marion County Commissioner","County Commissioner, Marion County, Position 1, Republican",09/11/1997,01/23/2007,Original,6284
Linda Modrell For Commissioner,"County Commissioner, Benton County, Position 1, Democrat",11/13/2009,,Amendment,5544
Modrell For Commissioner,"County Commissioner, Benton County, Position 1, Democrat",10/27/1995,11/12/2009,Original,5544
Morrisette for Senate Committee,"State Senator, 6th District, Democrat",02/21/2012,,Amendment,2748
Morrisette for Senate Committee,"State Senator, 6th District, Democrat",01/22/2010,02/21/2012,Amendment,2748
Morrisette for Senate Committee,"State Senator, 6th District, Democrat",01/26/2007,01/22/2010,Amendment,2748
Morrisette for Senate Committee (Bill),"State Senator, 6th District, Democrat",09/10/2001,01/25/2007,Amendment,2748
Morrisette for House Committee (Bill),"State Representative, 42nd District, Democrat",01/18/2000,09/09/2001,Amendment,2748
Morrisette for House Committee (Bill),"State Representative, 42nd District, Democrat",09/15/1997,01/17/2000,Original,2748
Friends of David Newell,"State Representative, 37th District, Republican",02/24/2011,,Amendment,5339
Friends of David Newell,"State Representative, 37th District, Republican",10/01/2009,02/24/2011,Amendment,5339
Friends of David Newell,"State Senator, 19th District, Republican",01/08/2009,09/30/2009,Amendment,5339
Friends of David Newell,"State Senator, 19th District, Republican",07/31/2007,01/07/2009,Amendment,5339
"Newell, David, Friends of","State Senator, 19th District, Republican",03/09/2006,07/30/2007,Original,5339
Vote 4 Lou Ogden,"County Commissioner, Washington County, At Large, Nonpartisan",10/24/2017,,Amendment,7606
Vote 4 Lou Ogden,"Mayor, City of Tualatin, Nonpartisan",10/07/2014,10/24/2017,Amendment,7606
Vote 4 Lou Ogden,"Mayor, City of Tualatin, Nonpartisan",01/09/2012,10/07/2014,Amendment,7606
Vote 4 Lou Ogden,"Mayor, City of Tualatin, Nonpartisan",07/06/2010,01/09/2012,Amendment,7606
Lou Ogden for Mayor Campaign,"Mayor, City of Tualatin, Nonpartisan",02/23/2007,07/06/2010,Original,7606
Oregon Family Council Issues PAC,Miscellaneous,07/07/2014,,Amendment,5446
Oregon Family Council Issues PAC,Miscellaneous,04/24/2014,07/07/2014,Amendment,5446
Oregon Family Council Issues PAC,Measure Supports Measure 43 - 2006,11/07/2011,04/24/2014,Amendment,5446
Oregon Family Council Issues PAC,Measure Supports Measure 43 - 2006,09/28/2010,11/07/2011,Amendment,5446
Oregon Family Council Issues PAC,Measure Supports Measure 43 - 2006,03/21/2008,09/28/2010,Amendment,5446
